Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Availablity/Capacity,Credits,Academic Level
Fall 2022,Closed,CIS*3530*0101 (7259) Data Base Systems ,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; ALEX; Room 100LAB Thur 07:00PM - 08:50PM; MCLN; Room 102,F. Wang,0  /  130,0.50,Undergraduate
Fall 2022,Open,CIS*3750*0101 (7260) Syst Analysis ,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MCKN; Room 117LAB Fri 09:30AM - 11:20AM; THRN; Room 2420,D. Gillis,10  /  37,0.75,Undergraduate
Fall 2022,Open,CIS*3750*0102 (7261) Syst Analysis ,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MCKN; Room 117LAB Thur 02:30PM - 04:20PM; THRN; Room 2420,D. Gillis,10  /  37,0.75,Undergraduate
Fall 2022,Open,CIS*3750*0103 (7262) Syst Analysis ,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MCKN; Room 117LAB Wed 09:30AM - 11:20AM; THRN; Room 2420,D. Gillis,1  /  37,0.75,Undergraduate
Fall 2022,Closed,CIS*3760*0101 (7263) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2529LAB Mon 11:30AM - 01:20PM; THRN; Room 2420,G. Klotz,0  /  32,0.75,Undergraduate
Fall 2022,Closed,CIS*3760*0102 (7264) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2529LAB Mon 02:30PM - 04:20PM; THRN; Room 2420,G. Klotz,0  /  32,0.75,Undergraduate
Fall 2022,Closed,CIS*3760*0103 (7265) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2529LAB Thur 07:00PM - 08:50PM; THRN; Room 2420,G. Klotz,0  /  32,0.75,Undergraduate
Fall 2022,Closed,CIS*4150*0101 (7266) Software Reliability ,Guelph,LEC Mon; Wed 08:30AM - 09:20AM; MINS; Room 300LAB Fri 11:30AM - 01:20PM; THRN; Room 1307EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,TBA  TBA,0  /  95,0.50,Undergraduate
Fall 2022,Closed,CIS*4300*0101 (7267) Human Computer Interaction,Guelph,LEC Mon; Wed 09:30AM - 10:20AM; RICH; Room 2529LAB Fri 08:30AM - 10:20AM; RICH; Room 2529,D. Flatla,0  /  95,0.50,Undergraduate
Fall 2022,Open,CIS*4510*0101 (7268) Computer Security Foundations,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 117LAB Wed 11:30AM - 01:20PM; MCKN; Room 313EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,H. Khan,1  /  21,0.50,Undergraduate
Fall 2022,Closed,CIS*4510*0102 (7269) Computer Security Foundations,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 117LAB Tues 02:30PM - 04:20PM; ANNU; Room 306EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,H. Khan,0  /  21,0.50,Undergraduate
Fall 2022,Open,CIS*4900*01 (7270) Computer Science Project,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,24  /  25,0.50,Undergraduate
Fall 2022,Open,CIS*4910*01 (7271) Computer Science Thesis,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,25  /  25,0.50,Undergraduate
Fall 2022,Closed,CIS*6020*02 (7273) Artificial Intelligence,Guelph,LEC Mon; Wed 10:00AM - 11:20AM; REYN; Room 1101,N. Bruce,0  /  24,0.50,Graduate
Fall 2022,Closed,CIS*6030*01 (7274) Information Systems,Guelph,LEC Mon; Wed 08:30AM - 09:50AM; REYN; Room 1101,F. Wang,0  /  24,0.50,Graduate
Fall 2022,Open,CIS*6510*01 (7275) Cybersecurity and Defense,Guelph,LEC Fri 08:30AM - 11:20AM; SSC; Room 1303,H. Khan,1  /  24,0.50,Graduate
Fall 2022,Open,CIS*6530*01 (7276) Threat Intel ,Guelph,LEC Wed 02:30PM - 05:20PM; SSC; Room 1303,X. Lin,1  /  24,0.50,Graduate
Fall 2022,Open,CIS*6550*01 (7277) Priv; Compliance; Human Cyber,Guelph,LEC Thur 08:30AM - 11:20AM; SSC; Room 1303,R. Dara,2  /  24,0.50,Graduate
Fall 2022,Open,CIS*6590*01 (7278) Prof Seminar in Cybersecurity,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,X. Lin,3  /  24,0.50,Graduate
Fall 2022,Open,CIS*6650*01 (7279) Topics in Computer Science I,Guelph,LEC Mon; Wed 01:00PM - 02:20PM; REYN; Room 1101,D. Stacey,17  /  24,0.50,Graduate
Fall 2022,Open,CIS*6660*01 (9408) ST:Statistical Methods for CS,Guelph,Reading Course Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,D. Gillis,3  /  4,0.50,Graduate
Fall 2022,Open,CIS*6660*02 (9565) ST:Information Privacy in AI,Guelph,Reading Course Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,R. Dara,3  /  4,0.50,Graduate
