Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Availablity/Capacity,Credits,Academic Level
Winter 2023,Open,BIOL*1090*0236 (1370) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; ROZH; Room 104SEM Thur 11:30AM - 12:20PM; SSC; Room 2306B,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0237 (1371) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; ROZH; Room 104SEM Thur 12:30PM - 01:20PM; SSC; Room 2306B,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0238 (1372) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; ROZH; Room 104SEM Thur 01:30PM - 02:20PM; SSC; Room 2306B,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0239 (1373) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; ROZH; Room 104SEM Thur 02:30PM - 03:20PM; SSC; Room 2306B,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0341 (1375) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Tues 04:30PM - 05:20PM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0342 (1376) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 09:30AM - 10:20AM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0343 (1377) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 10:30AM - 11:20AM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0344 (1378) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 11:30AM - 12:20PM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0345 (1379) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 04:30PM - 05:20PM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0347 (1381) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Tues 04:30PM - 05:20PM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0348 (1382) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 09:30AM - 10:20AM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0349 (1383) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 10:30AM - 11:20AM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0350 (1384) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 11:30AM - 12:20PM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1090*0351 (1385) Intro to Molecular ,Guelph,LEC Mon; Wed 03:30PM - 04:20PM; AD-S; Room VIRTUALSEM Wed 04:30PM - 05:20PM; SSC; Room 2306,T. Van Raay,5  /  5,0.50,Undergraduate
Winter 2023,Open,BIOL*1500*DE01 (1387) Humans in the Natural World,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,400  /  400,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0101 (1388) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Mon 01:30PM - 02:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0102 (1389) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Mon 02:30PM - 03:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0103 (1390) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Mon 03:30PM - 04:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0104 (1391) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Mon 04:30PM - 05:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0105 (1392) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Tues 01:30PM - 02:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0106 (1393) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Tues 02:30PM - 03:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0107 (1394) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Tues 03:30PM - 04:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2060*0108 (1395) Ecology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ALEX; Room 200SEM Tues 04:30PM - 05:20PM; SSC; Room 3315,E. Boulding,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2400*0101 (1396) Evolution,Guelph,LEC Mon; Wed; Fri 12:30PM - 01:20PM; ALEX; Room 100SEM Fri 11:30AM - 12:20PM; SSC; Room 2304,J. Fu,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2400*0102 (1397) Evolution,Guelph,LEC Mon; Wed; Fri 12:30PM - 01:20PM; ALEX; Room 100SEM Fri 01:30PM - 02:20PM; SSC; Room 2304,J. Fu,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2400*0103 (1398) Evolution,Guelph,LEC Mon; Wed; Fri 12:30PM - 01:20PM; ALEX; Room 100SEM Fri 02:30PM - 03:20PM; SSC; Room 2304,J. Fu,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*2400*0104 (1399) Evolution,Guelph,LEC Mon; Wed; Fri 12:30PM - 01:20PM; ALEX; Room 100SEM Fri 03:30PM - 04:20PM; SSC; Room 2304,J. Fu,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*3040*0101 (1401) Methods in Evolutionary Biol,Guelph,LEC Mon; Wed 10:30AM - 11:20AM; ANNU; Room 156LAB Wed 11:30AM - 02:20PM; SSC; Room 1306,M. Hajibabaei,25  /  25,0.50,Undergraduate
Winter 2023,Open,BIOL*3040*0102 (1402) Methods in Evolutionary Biol,Guelph,LEC Mon; Wed 10:30AM - 11:20AM; ANNU; Room 156LAB Wed 02:30PM - 05:20PM; SSC; Room 1306,M. Hajibabaei,25  /  25,0.50,Undergraduate
Winter 2023,Open,BIOL*3060*0101 (1403) Populations;communities,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; ALEX; Room 200SEM Thur 10:30AM - 11:20AM; SSC; Room 2314,K. McCann,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*3060*0102 (1404) Populations;communities,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; ALEX; Room 200SEM Thur 11:30AM - 12:20PM; SSC; Room 2314,K. McCann,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*3060*0103 (1405) Populations;communities,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; ALEX; Room 200SEM Fri 10:30AM - 11:20AM; SSC; Room 3315,K. McCann,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*3060*0104 (1406) Populations;communities,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; ALEX; Room 200SEM Fri 11:30AM - 12:20PM; SSC; Room 3315,K. McCann,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*3060*0105 (1407) Populations;communities,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; ALEX; Room 200SEM Fri 12:30PM - 01:20PM; SSC; Room 3315,K. McCann,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*3060*0106 (1408) Populations;communities,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; ALEX; Room 200SEM Fri 01:30PM - 02:20PM; SSC; Room 3315,K. McCann,15  /  15,0.50,Undergraduate
Winter 2023,Open,BIOL*3130*01 (1410) Conservation Biology,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ROZH; Room 101,A. MacDougall,260  /  260,0.50,Undergraduate
Winter 2023,Open,BIOL*3650*01 (1411) Applications in Biology,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; AC; Room 3213,C. Dezorzi,30  /  30,0.50,Undergraduate
Winter 2023,Open,BIOL*3660*01 (1413) Internship in Bio Sci,Guelph,LEC Tues 05:30PM - 06:50PM; SSC; Room 2315,C. Winchcombe,30  /  30,0.50,Undergraduate
Winter 2023,Open,BIOL*3680*DE01 (1414) Wildlife Rehab Part II,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,S. Cox,140  /  140,0.50,Undergraduate
Winter 2023,Open,BIOL*4010*01 (1415) Adaptational Physiology,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; CRSC; Room 117,TBA  TBA,60  /  60,0.50,Undergraduate
Winter 2023,Open,BIOL*4020*0101 (1416) Integrative Problems in BIOS,Guelph,LEC Mon; Wed; Fri 12:30PM - 01:20PM; MCKN; Room 231SEM Thur 11:30AM - 02:20PM; MCKN; Room 226,D. Grunspan,50  /  50,1.00,Undergraduate
Winter 2023,Open,BIOL*4120*0101 (1417) Evolutionary Ecology,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; MCKN; Room 117SEM Fri 12:30PM - 01:20PM; SSC; Room 2306,B. Robinson,25  /  25,0.50,Undergraduate
Winter 2023,Open,BIOL*4120*0102 (1418) Evolutionary Ecology,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; MCKN; Room 117SEM Fri 01:30PM - 02:20PM; SSC; Room 2306,B. Robinson,25  /  25,0.50,Undergraduate
Winter 2023,Open,BIOL*4120*0103 (1419) Evolutionary Ecology,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; MCKN; Room 117SEM Fri 02:30PM - 03:20PM; SSC; Room 2306,B. Robinson,25  /  25,0.50,Undergraduate
Winter 2023,Open,BIOL*4120*0104 (1420) Evolutionary Ecology,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; MCKN; Room 117SEM Fri 03:30PM - 04:20PM; SSC; Room 2306,B. Robinson,25  /  25,0.50,Undergraduate
Winter 2023,Open,BIOL*4500*01 (1421) Natural Resource Policy Analys,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; CRSC; Room 117,TBA  TBA,60  /  60,0.50,Undergraduate
Winter 2023,Open,BIOL*6510*01 (1422) Biology Education Practicum,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,J. Dawson,25  /  25,0.25,Graduate
Winter 2023,Open,BIOM*2000*DE01 (1423) Concepts in Human Physiology,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,P. Bartlewski,250  /  250,0.50,Undergraduate
Winter 2023,Open,BIOM*3040*0101 (1424) Medical Embryology,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; MCKN; Room 031LAB Mon 02:30PM - 05:20PM; OVCM; Room 3655,L. Favetta,35  /  35,0.75,Undergraduate
Winter 2023,Open,BIOM*3040*0102 (1425) Medical Embryology,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; MCKN; Room 031LAB Wed 02:30PM - 05:20PM; OVCM; Room 3655,L. Favetta,35  /  35,0.75,Undergraduate
Winter 2023,Open,BIOM*3040*0103 (1426) Medical Embryology,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; MCKN; Room 031LAB Fri 02:30PM - 05:20PM; OVCM; Room 3655,L. Favetta,35  /  35,0.75,Undergraduate
Winter 2023,Open,BIOM*3090*01 (1427) Principles of Pharmacology,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; ROZH; Room 101,B. Kalisch,400  /  400,0.50,Undergraduate
Winter 2023,Open,BIOM*3200*01 (1428) Biomedical Physiology,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ROZH; Room 104,T. Martino,400  /  400,1.00,Undergraduate
Winter 2023,Open,BIOM*4030*01 (1429) Endocrine Physiology,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 102,P. Bartlewski,120  /  120,0.50,Undergraduate
Winter 2023,Open,BIOM*4050*01 (1430) Biomedical Aspects of Aging,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ROZH; Room 102,B. Kalisch,115  /  115,0.50,Undergraduate
Winter 2023,Open,BIOM*4090*DE01 (1431) Pharmacology,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,L. Favetta,100  /  100,0.50,Undergraduate
Winter 2023,Open,BIOM*4110*0101 (1432) Mammalian Reproductive Biology,Guelph,LEC Mon 09:30AM - 11:20AM; MCKN; Room 116LAB Wed 09:30AM - 11:20AM; MCKN; Room 116,P. Madan,63  /  70,0.50,Undergraduate
Winter 2023,Open,BIOM*4150*0101 (1433) Cancer Biology,Guelph,LEC Mon; Fri 01:00PM - 02:20PM; MCKN; Room 306SEM Fri 09:30AM - 11:20AM; MCKN; Room 307,A. Viloria,30  /  30,0.50,Undergraduate
Winter 2023,Open,BIOM*4180*01 (1434) Cardiology,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; MCKN; Room 115,W. Pyle,75  /  75,0.50,Undergraduate
Winter 2023,Open,BIOM*4180*02 (1435) Cardiology,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; MCKN; Room 115,TBA  TBA,75  /  75,0.50,Undergraduate
Winter 2023,Open,BIOM*4500*01 (1436) Lit-Based Rsch in Biom,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,J. Petrik,20  /  20,0.50,Undergraduate
Winter 2023,Open,BIOM*4510*01 (1437) Research in Biomedical Sci,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,J. Petrik,30  /  30,1.00,Undergraduate
Winter 2023,Open,BIOM*4521*01 (1438) Research in Biomedical Sci,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,J. Petrik,50  /  50,1.00,Undergraduate
Winter 2023,Open,BIOM*4522*01 (1439) Research in Biomedical Sci,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,J. Petrik,50  /  50,1.00,Undergraduate
Winter 2023,Open,BIOM*6100*01 (1440) Research Proposal,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,R. Moorehead,19  /  20,0.50,Graduate
Winter 2023,Open,BIOM*6300*0101 (1441) Cancer Biology,Guelph,LEC Mon; Fri 01:00PM - 02:20PM; MCKN; Room 306SEM Fri 09:30AM - 11:20AM; MCKN; Room 307,A. Viloria,4  /  5,0.50,Graduate
Winter 2023,Open,BIOM*6490*01 (1442) Intro to Drug Development,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; OVCM; Room 3648,A. Mutsaers,7  /  20,0.50,Graduate
Winter 2023,Open,BIOM*6570*01 (1443) Biochemical Regulation,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; OVCM; Room 3648,N. MacLusky,16  /  20,0.50,Graduate
Winter 2023,Open,BIOM*6602*01 (1444) Reproduct,Guelph,LEC Tues 01:00PM - 02:20PM; OVCM; Room 3648,L. Favetta,5  /  10,0.50,Graduate
Winter 2023,Open,BIOM*6790*01 (3894) Diversity Drug Discovery,Guelph,LEC Wed 11:30AM - 02:20PM; ECLA; Room 3708,M. Perreault,14  /  18,0.50,Graduate
Winter 2023,Open,BIOM*6800*01 (1445) Gene Exp,Guelph,LEC Tues; Thur 09:00AM - 10:20AM; BMED; Room 1642,G. Descalzi,7  /  16,0.50,Graduate
Winter 2023,Open,BIOM*6900*01 (1446) Research Project in Biomed Sci,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,C. Bailey,5  /  8,1.00,Graduate
Winter 2023,Open,BIOM*6920*01 (1447) Regenerative Medicine,Guelph,LEC Mon 10:00AM - 11:20AM; MCKN; Room 261,T. Koch,8  /  15,0.50,Graduate
Winter 2023,Open,BIOM*6930*01 (1448) Human Regenerative Medicine,Guelph,LEC Thur 08:30AM - 09:50AM; ECLA; Room 3708,S. Lepage,9  /  15,1.00,Graduate
Winter 2023,Open,BIOP*6000*01 (1449) Concepts in Biophysics,Guelph,LEC Fri 02:30PM - 05:20PM; CRSC; Room 101,H. Eberl,20  /  20,0.50,Graduate
Winter 2023,Open,BIOP*6010*01 (1450) Biophysics Seminar,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,H. Eberl,20  /  20,0.00,Graduate
Winter 2023,Open,BIOT*6550*01 (1451) Biodiversity and Biotechnology,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; SSC; Room 1304,G. Van der Merwe,13  /  30,0.50,Graduate
Winter 2023,Open,BIOT*6610*01 (1452) Cases in Bio Tech Mgmt,Guelph,LEC Wed 02:30PM - 05:20PM; MCKN; Room 230,K. Jagoda,36  /  50,0.50,Graduate
Winter 2023,Open,BIOT*6700*01 (1453) Comm in Science ,Guelph,LEC Mon 01:30PM - 04:20PM; SSC; Room 3513,I. Tetlow,16  /  30,0.50,Graduate
Winter 2023,Open,BIOT*6800*01 (1454) Biotechnology Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,I. Tetlow,30  /  30,1.00,Graduate
Winter 2023,Open,BLCK*2000*01 (1455) Black Canadian History,Guelph,LEC Mon; Wed; Fri 10:30AM - 11:20AM; MCKN; Room 229,D. Mccorkindale,50  /  50,0.50,Undergraduate
Winter 2023,Open,BOT*1200*01 (1456) Plants and Human Use,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; MACN; Room 113,TBA  TBA,148  /  148,0.50,Undergraduate
Winter 2023,Open,BOT*2000*DE01 (1457) Plants; Biology and People,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,J. Subramanian,120  /  120,0.50,Undergraduate
Winter 2023,Open,BOT*2100*0101 (1458) Life Strategies of Plants,Guelph,LEC Mon; Wed; Fri 08:30AM - 09:20AM; MACS; Room 209LAB Wed 02:30PM - 05:20PM; SSC; Room 3304,Y. Xu,25  /  25,0.50,Undergraduate
Winter 2023,Open,BOT*2100*0102 (1459) Life Strategies of Plants,Guelph,LEC Mon; Wed; Fri 08:30AM - 09:20AM; MACS; Room 209LAB Thur 02:30PM - 05:20PM; SSC; Room 3304,Y. Xu,25  /  25,0.50,Undergraduate
Winter 2023,Open,BOT*3310*0101 (1460) Plant Growth and Development,Guelph,LEC Mon; Wed; Fri 12:30PM - 01:20PM; MACS; Room 209LAB Mon 02:30PM - 05:20PM; SSC; Room 3304,J. Colasanti,25  /  25,0.50,Undergraduate
Winter 2023,Open,BOT*3310*0102 (1461) Plant Growth and Development,Guelph,LEC Mon; Wed; Fri 12:30PM - 01:20PM; MACS; Room 209LAB Tues 02:30PM - 05:20PM; SSC; Room 3304,J. Colasanti,25  /  25,0.50,Undergraduate
Winter 2023,Open,BOT*3710*0101 (1462) Plant Diversity ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCKN; Room 312LAB Thur 02:30PM - 05:20PM; SSC; Room 3315,H. Maherali,40  /  40,0.50,Undergraduate
Winter 2023,Open,BOT*4380*01 (1463) Metabolism in Plants,Guelph,LEC Mon; Wed; Fri 10:30AM - 11:20AM; MINS; Room 106,B. Micallef,50  /  50,0.50,Undergraduate
Winter 2023,Open,BUS*4550*01 (1464) Applied Business Project I,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,12  /  12,0.50,Undergraduate
Winter 2023,Closed,BUS*4550*02 (1465) Applied Business Project I,Guelph,LEC Tues 02:30PM - 05:20PM; ROZH; Room 108,S. McRoberts,0  /  0,0.50,Undergraduate
Winter 2023,Open,BUS*4560*01 (1466) Applied Business Project II,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,BUS*6220*EL01 (1467) Special Topics in Mgmt Issues,Guelph,Electronic Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,S. Mishra,60  /  60,0.50,Graduate
Winter 2023,Open,BUS*6450*EL01 (1468) Global Business Today,Guelph,Electronic Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,E. van Duren,60  /  60,0.50,Graduate
Winter 2023,Open,BUS*6790*EL01 (1469) Operations Management,Guelph,Electronic Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,K. Jagoda,65  /  65,0.50,Graduate
Winter 2023,Open,BUS*6850*EL01 (1470) Marketing Strategy,Guelph,Electronic Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,K. Rodenburg,65  /  65,0.50,Graduate
Winter 2023,Open,BUS*6900*01 (1471) Major Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,15  /  15,1.00,Graduate
Winter 2023,Open,CCJP*6000*01 (1472) Courts,Guelph,LEC Tues 07:00PM - 09:50PM; GRHM; Room 2302,TBA  TBA,16  /  20,0.50,Graduate
Winter 2023,Open,CCJP*6200*01 (1473) Professional Seminar in CCJP,Guelph,LEC Fri 11:30AM - 02:20PM; MCKN; Room 119,TBA  TBA,20  /  20,0.25,Graduate
Winter 2023,Open,CCJP*6660*01 (1474) Major Research Paper,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,20  /  20,1.00,Graduate
Winter 2023,Open,CDE*6290*01 (1475) ST:Capacity Building/Extens,Guelph,LEC Thur 11:30AM - 02:20PM; LA; Room 127,A. Chowdhury,25  /  25,0.50,Graduate
Winter 2023,Open,CDE*6290*02 (1476) ST:Adult Learning,Guelph,LEC Tues 08:30AM - 11:20AM; AD-S; Room VIRTUAL,A. Lauzon,21  /  22,0.50,Graduate
Winter 2023,Open,CDE*6320*01 (1477) Capacity Building for Dvlpmt,Guelph,LEC Mon 08:30AM - 11:20AM; AD-S; Room VIRTUAL,A. Lauzon,18  /  20,0.50,Graduate
Winter 2023,Open,CDE*6410*01 (1478) Readings: Capacity Building,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,25  /  25,0.50,Graduate
Winter 2023,Open,CDE*6900*01 (1479) Major Research Paper,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,25  /  25,1.00,Graduate
Winter 2023,Open,CHEM*1040*0101 (1480) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Mon 02:30PM - 05:20PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0102 (1481) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Mon 02:30PM - 05:20PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0103 (1482) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Mon 07:00PM - 09:50PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0104 (1483) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Mon 07:00PM - 09:50PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0105 (1484) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Tues 02:30PM - 05:20PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0106 (1485) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Tues 02:30PM - 05:20PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0107 (1486) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Tues 07:00PM - 09:50PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0108 (1487) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Tues 07:00PM - 09:50PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0109 (1488) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Wed 08:30AM - 11:20AM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0110 (1489) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Wed 08:30AM - 11:20AM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0111 (1490) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Wed 02:30PM - 05:20PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0112 (1491) General Chemistry I,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; WMEM; Room 103LAB Wed 02:30PM - 05:20PM; SSC; Room 2105,K. Marczenko,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0227 (1503) General Chemistry I,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; WMEM; Room 103LAB Mon 07:00PM - 09:50PM; SSC; Room 2109,TBA  TBA,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0228 (1504) General Chemistry I,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; WMEM; Room 103LAB Mon 07:00PM - 09:50PM; SSC; Room 2109,TBA  TBA,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0229 (1505) General Chemistry I,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; WMEM; Room 103LAB Tues 02:30PM - 05:20PM; SSC; Room 2109,TBA  TBA,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0230 (1506) General Chemistry I,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; WMEM; Room 103LAB Tues 02:30PM - 05:20PM; SSC; Room 2109,TBA  TBA,12  /  12,0.50,Undergraduate
Winter 2023,Open,CHEM*1040*0233 (1509) General Chemistry I,Guelph,LEC Mon; Wed; Fri 11:30AM - 12:20PM; WMEM; Room 103LAB Wed 08:30AM - 11:20AM; SSC; Room 2109,TBA  TBA,12  /  12,0.50,Undergraduate
