Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Availablity/Capacity,Credits,Academic Level
Winter 2023,Open,HHNS*6320*0119 (2619) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0120 (2620) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0121 (2621) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0122 (2622) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0123 (2623) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0124 (2624) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0125 (2625) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0126 (2626) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6320*0127 (2627) Advances in HHNS Research,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6410*01 (2628) Applied FFN,Guelph,LEC Tues 02:30PM - 05:20PM; GFTC; Room 146,W. Bettger,32  /  35,1.00,Graduate
Winter 2023,Open,HHNS*6440*01 (2629) Nutrition ,Guelph,LEC Thur 09:00AM - 11:50AM; SSC; Room 1304,M. Bakovic,30  /  35,0.50,Graduate
Winter 2023,Open,HHNS*6910*0101 (2630) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,4  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0102 (2631) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0103 (2632) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0104 (2633) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0105 (2634) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0106 (2635) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0107 (2636) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,3  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0108 (2637) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0109 (2638) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0110 (2639) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0111 (2640) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0112 (2641) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0113 (2642) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,4  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0114 (2643) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0115 (2644) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0116 (2645) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0117 (2646) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0118 (2647) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0119 (2648) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0120 (2649) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0121 (2650) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0122 (2651) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,4  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0124 (2653) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0125 (2654) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0126 (2655) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6910*0127 (2656) Basic Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0101 (2657) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0102 (2658) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0103 (2659) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0104 (2660) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0105 (2661) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0106 (2662) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0107 (2663) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0108 (2664) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0109 (2665) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0110 (2666) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0111 (2667) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0112 (2668) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0113 (2669) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0114 (2670) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0115 (2671) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0116 (2672) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0117 (2673) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0118 (2674) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0119 (2675) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0120 (2676) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0121 (2677) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0122 (2678) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0123 (2679) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0124 (2680) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0125 (2681) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0126 (2682) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6920*0127 (2683) Applied Research Techniques,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0101 (2684) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,4  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0102 (2685) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0103 (2686) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0104 (2687) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0105 (2688) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0106 (2689) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0107 (2690) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0108 (2691) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0109 (2692) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0110 (2693) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0111 (2694) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0112 (2695) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,4  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0113 (2696) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0114 (2697) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0115 (2698) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0116 (2699) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0117 (2700) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0118 (2701) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0119 (2702) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0120 (2703) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0121 (2704) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0122 (2705) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0123 (2706) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0124 (2707) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0125 (2708) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0126 (2709) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HHNS*6930*0127 (2710) Research Project,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBASEM Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,A. Wright,5  /  5,0.50,Graduate
Winter 2023,Open,HIST*1010*DE01 (2711) Early Modern Europe,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,150  /  150,0.50,Undergraduate
Winter 2023,Open,HIST*1050*01 (2712) Invitation to History,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; MCKN; Room 310,C. Carstairs,35  /  35,0.50,Undergraduate
Winter 2023,Open,HIST*1050*02 (2713) Invitation to History,Guelph,LEC Mon; Wed 10:00AM - 11:20AM; MCKN; Room 311,TBA  TBA,35  /  35,0.50,Undergraduate
Winter 2023,Open,HIST*1150*01 (2714) The Modern World,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; MCLN; Room 102,R. Worringer,150  /  150,0.50,Undergraduate
Winter 2023,Open,HIST*1150*02 (2715) The Modern World,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; THRN; Room 1307,TBA  TBA,95  /  95,0.50,Undergraduate
Winter 2023,Open,HIST*1250*01 (2716) Sci ,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MCLN; Room 102,A. Souchen,150  /  150,0.50,Undergraduate
Winter 2023,Open,HIST*2040*DE01 (2717) War and Society,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,150  /  150,0.50,Undergraduate
Winter 2023,Open,HIST*2120*DE01 (2718) Animals and Society,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,S. Nance,150  /  150,0.50,Undergraduate
Winter 2023,Open,HIST*2130*01 (2719) Modern Sport - a Global Hist,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MINS; Room 300,A. McDougall,100  /  100,0.50,Undergraduate
Winter 2023,Open,HIST*2160*DE01 (2720) 9/11 in Historical Perspective,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,150  /  150,0.50,Undergraduate
Winter 2023,Open,HIST*2190*01 (2721) Celtic Ireland and Britain,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCKN; Room 225,TBA  TBA,50  /  50,0.50,Undergraduate
Winter 2023,Open,HIST*2200*01 (2722) The Middle Ages,Guelph,LEC Mon; Wed 04:00PM - 05:20PM; MCKN; Room 029,S. Ferreira,85  /  85,0.50,Undergraduate
Winter 2023,Open,HIST*2300*01 (2723) The United States Since 1776,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; MCKN; Room 228,D. Mccorkindale,50  /  50,0.50,Undergraduate
Winter 2023,Open,HIST*2510*01 (2724) Modern Europe Since 1789,Guelph,LEC Mon 05:30PM - 08:20PM; MCKN; Room 225,TBA  TBA,50  /  50,0.50,Undergraduate
Winter 2023,Open,HIST*2600*0101 (2725) Histories of Canada Since 1867,Guelph,LEC Mon; Wed 11:30AM - 12:20PM; ROZH; Room 102SEM Mon 10:30AM - 11:20AM; GRHM; Room 2302,C. Carstairs,20  /  20,0.50,Undergraduate
Winter 2023,Open,HIST*2600*0102 (2726) Histories of Canada Since 1867,Guelph,LEC Mon; Wed 11:30AM - 12:20PM; ROZH; Room 102SEM Mon 12:30PM - 01:20PM; MCKN; Room 119,C. Carstairs,20  /  20,0.50,Undergraduate
Winter 2023,Open,HIST*2600*0103 (2727) Histories of Canada Since 1867,Guelph,LEC Mon; Wed 11:30AM - 12:20PM; ROZH; Room 102SEM Mon 01:30PM - 02:20PM; MCKN; Room 119,C. Carstairs,20  /  20,0.50,Undergraduate
Winter 2023,Open,HIST*2600*0104 (2728) Histories of Canada Since 1867,Guelph,LEC Mon; Wed 11:30AM - 12:20PM; ROZH; Room 102SEM Mon 02:30PM - 03:20PM; GRHM; Room 2302,C. Carstairs,20  /  20,0.50,Undergraduate
Winter 2023,Open,HIST*2600*0105 (2729) Histories of Canada Since 1867,Guelph,LEC Mon; Wed 11:30AM - 12:20PM; ROZH; Room 102SEM Wed 10:30AM - 11:20AM; GRHM; Room 2302,C. Carstairs,20  /  20,0.50,Undergraduate
Winter 2023,Open,HIST*2600*0106 (2730) Histories of Canada Since 1867,Guelph,LEC Mon; Wed 11:30AM - 12:20PM; ROZH; Room 102SEM Wed 12:30PM - 01:20PM; CRSC; Room 101,C. Carstairs,20  /  20,0.50,Undergraduate
Winter 2023,Open,HIST*2920*01 (2731) Republican Latin America,Guelph,LEC Tues 07:00PM - 09:50PM; MCKN; Room 226,TBA  TBA,50  /  50,0.50,Undergraduate
